"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"210089_s_at",-2.72662132778511,5.08031003256198,-14.2271101559487,1.59427261143883e-27,5.02065964349996e-25,52.0486313589214
"221142_s_at",-2.60836784811375,3.26369081157851,-14.22669541137,1.59779566158023e-27,5.02065964349996e-25,52.0464484914884
"209209_s_at",-3.53141061798139,4.15187295376859,-14.2141566797633,1.70807567849647e-27,5.33651644124538e-25,51.9804469141509
"227281_at",-2.80655242599779,3.01047621941322,-14.2056551727151,1.78716208652645e-27,5.55187994777464e-25,51.9356875066294
"238752_at",-3.73229748099494,3.04562203960331,-14.2043952769291,1.7991910643277e-27,5.55767070294448e-25,51.9290536868813
"214434_at",-3.43546484773989,4.33171054770248,-14.1812100766629,2.03564547290113e-27,6.25274810285782e-25,51.8069464357447
"205608_s_at",-3.41132680292652,3.84090375466942,-14.1660023367115,2.20743782123818e-27,6.74255099867025e-25,51.7268239533182
"220266_s_at",-2.79466654964315,3.18877454231405,-14.1562650924943,2.32499937110728e-27,7.06218558973835e-25,51.6755107815051
"227333_at",-1.84833924301928,4.7702800418595,-14.1543949600398,2.34828738442142e-27,7.09351451620116e-25,51.6656545011
"213181_s_at",-2.74561084035977,2.98832843391736,-14.149364861639,2.41209329819507e-27,7.24621983949535e-25,51.6391423111865
"228411_at",-2.11997376352606,3.39662685238017,-14.134845993687,2.60618989200427e-27,7.78652635766849e-25,51.5626033898965
"235737_at",-2.52710104066746,2.78821863668595,-14.0920854750962,3.27378986876316e-27,9.72795984101226e-25,51.3370614081486
"237413_at",-1.97211808684393,2.62985800299174,-14.0892953491819,3.32289147111174e-27,9.82049141529916e-25,51.3223384775038
"226304_at",-1.61005615701757,2.84846394333058,-14.0775134870527,3.5385148666621e-27,1.04015215233737e-24,51.2601594819108
"200606_at",4.97780060908763,9.77596073287603,14.062231046156,3.83925793122466e-27,1.11655014568994e-24,51.1794856990632
"222278_at",-2.95277870435696,3.14326748509917,-14.0558157812589,3.97302639493623e-27,1.14933977853512e-24,51.1456135905146
"205083_at",-3.4792526292099,3.26894030452893,-14.0510847362338,4.0746635456938e-27,1.17253804926741e-24,51.1206314400417
"210715_s_at",4.19893205759102,10.3918528632231,14.0414403520581,4.29000661360203e-27,1.22804246910309e-24,51.0696977280228
"230573_at",-2.53850396343669,2.78734881144628,-14.0375560509773,4.37992938116943e-27,1.24725332768458e-24,51.0491814624031
"228568_at",-4.10794254775573,5.38896545252893,-14.0307251863649,4.54267811345293e-27,1.28689598887585e-24,51.0130983248337
"232204_at",-3.95422018787508,4.61020752576859,-14.0187923350694,4.8416795429094e-27,1.36453004643593e-24,50.9500536566873
"219514_at",-2.0249479996997,2.77966552158678,-14.0153095239024,4.93261523708289e-27,1.38302942608978e-24,50.9316503436201
"200672_x_at",-2.10755677021046,4.89072389203306,-14.0056246655463,5.19459575235585e-27,1.44905368755131e-24,50.8804689401771
"232317_at",-3.6651900048168,4.90520178091736,-13.9934698329614,5.54323843579968e-27,1.5384597029307e-24,50.8162215669072
"239262_at",-4.98643307185754,4.4380351142314,-13.9839888615697,5.83140874331517e-27,1.61026400525635e-24,50.7660975680317
"205384_at",-3.71250328091235,3.10209405407438,-13.9808943326607,5.92868243079417e-27,1.62889804976719e-24,50.7497355223024
"209663_s_at",-2.89384808175401,3.25886745538843,-13.9791951519029,5.98278531949858e-27,1.63554393671793e-24,50.7407508601656
"210299_s_at",-6.05862818879364,5.01132911884298,-13.9702408067276,6.276188436615e-27,1.70721692921356e-24,50.6933988484147
"1564796_at",-2.40213426940784,3.14450864497521,-13.9570185783692,6.73604328910902e-27,1.82323349916849e-24,50.6234633868156
"243584_at",-4.71818233422465,4.22014472128926,-13.8803793092616,1.01517822550883e-26,2.72221182626458e-24,50.2177688731863
"210374_x_at",-2.81412937912279,4.51932776489256,-13.8802842941916,1.01569494752259e-26,2.72221182626458e-24,50.2172655563414
"236154_at",-2.51448506245367,3.07397552897521,-13.8611809363108,1.12513265762586e-26,3.00081112466798e-24,50.1160531970265
"207277_at",-2.77004913652663,3.79322848255372,-13.8299376159723,1.33020117949049e-26,3.52979243629627e-24,49.9504469779712
"219054_at",-4.22838297895256,4.73577032046281,-13.8290727485466,1.33638232156073e-26,3.52979243629627e-24,49.9458614083195
"206243_at",-6.32146909166525,4.62424674352893,-13.7942656143853,1.6105933393856e-26,4.23361494379363e-24,49.7612538579279
"235706_at",-4.03853768348537,4.62564433010744,-13.7924223317223,1.62659596978145e-26,4.25522175348328e-24,49.7514744189834
"53991_at",-1.79917998558262,3.50185501205785,-13.7878690464265,1.66681277562073e-26,4.33966611938398e-24,49.7273158410399
"210678_s_at",-2.75856457888525,6.26320390295041,-13.7830926100512,1.71007311859833e-26,4.43119657627316e-24,49.7019711962034
"236644_at",-1.85004866482582,2.62202734369421,-13.756573642774,1.97157594121227e-26,5.08471295215948e-24,49.5612179928369
"244885_at",-3.16003173581622,3.13867775902479,-13.7538804398867,2.00028193292572e-26,5.13452651092553e-24,49.5469197727363
"227561_at",-3.63263350324895,7.52885894901653,-13.7356507368848,2.20592709570649e-26,5.63593756811928e-24,49.4501205461761
"201866_s_at",-2.44584265744406,4.35357573772727,-13.6846529053119,2.90104718998585e-26,7.36672039537941e-24,49.1791605017662
"243403_x_at",-3.2354772240996,3.60773753132231,-13.6837367119939,2.91536507751727e-26,7.36672039537941e-24,49.1742904283637
"227419_x_at",-4.48200023154761,6.42911047179339,-13.6832001620426,2.92378294613138e-26,7.36672039537941e-24,49.1714383334273
"1552509_a_at",-4.56028754871327,3.49609450930578,-13.657852424547,3.35053047389343e-26,8.40322264495977e-24,49.0366694644691
"1552724_at",-2.3961838928541,2.88191963891736,-13.6467730852797,3.5561786973962e-26,8.87826804932135e-24,48.977744444196
"243813_at",-3.03858163357076,2.807840071,-13.6452122092116,3.58615096847279e-26,8.91240019096589e-24,48.9694420915054
"217546_at",-3.16209941626306,3.0754722493719,-13.6415497766146,3.65747639831891e-26,9.04853041077313e-24,48.9499606206114
"204419_x_at",-1.7177115601607,2.58399147741322,-13.6367616759695,3.75287481389278e-26,9.24272209232376e-24,48.9244895823162
"239942_at",-2.0011071958999,2.70089852138017,-13.6265255064678,3.96527659619965e-26,9.72204026444914e-24,48.8700297413469
"204018_x_at",-4.99222704308209,4.90693123319835,-13.5885077470156,4.86530198204968e-26,1.18754636548467e-23,48.6676798429917
"221163_s_at",-1.58500795722173,2.85585172767769,-13.5848595116782,4.96178073277642e-26,1.20571271806467e-23,48.6482552470762
"201035_s_at",-2.65132053693502,5.84475851175207,-13.5705824537803,5.35815341280264e-26,1.29627007896011e-23,48.5722273011637
"212701_at",-3.54855253969688,4.15311221392562,-13.5554009091271,5.81454573380373e-26,1.40027432640446e-23,48.491362845838
"217414_x_at",-4.92837847081511,4.57622692601653,-13.5546127013251,5.83927839817497e-26,1.40027432640446e-23,48.4871638989199
"238151_at",-2.82881296707697,3.4782201784876,-13.5447347694726,6.15832797200144e-26,1.4663514718742e-23,48.434537421137
"225846_at",4.89483432411705,8.48336147657851,13.5444293924634,6.16846526805792e-26,1.4663514718742e-23,48.4329103315844
"203414_at",-4.1698032241002,7.977330384,-13.5328273911494,6.5662597762524e-26,1.55415694054805e-23,48.3710871956782
"237390_at",-3.36947369317598,2.81622164391736,-13.523978910643,6.88685621650729e-26,1.62301234326524e-23,48.323928635032
"205204_at",-3.60556467251365,5.59540999565289,-13.5170087534753,7.15041588373179e-26,1.67789265426196e-23,48.2867758557207
"225977_at",-2.09698873157187,2.73608839920661,-13.4967935196349,7.97343808475942e-26,1.8630244755736e-23,48.1789991295776
"206100_at",-4.60308258642541,4.20423983908264,-13.4914146420596,8.20800519873729e-26,1.90967099677005e-23,48.15031581109
"244803_at",2.73021834570529,6.58506547385124,13.4654907527503,9.43932243435225e-26,2.18684302583987e-23,48.0120390059949
"202886_s_at",-3.4171401926177,4.14018688314876,-13.4609086640617,9.67548652162461e-26,2.23209799818492e-23,47.9875922671621
"210746_s_at",-1.68696821459678,2.5651796351405,-13.4497860197845,1.02737048166001e-25,2.36014626406558e-23,47.9282422258056
"205295_at",-2.87723213722911,3.26423336907438,-13.445455754769,1.05165130771262e-25,2.40581737444298e-23,47.9051331805422
"221697_at",-2.00076306470986,2.68424735367769,-13.4400819935889,1.08258512086114e-25,2.46626422846178e-23,47.8764531188152
"1560698_a_at",-3.04599318261261,2.96817191814876,-13.4390846857879,1.08842568740231e-25,2.46928109787226e-23,47.8711301568376
"203859_s_at",-2.17441618675119,5.07337293635537,-13.4191203382879,1.21222631869087e-25,2.73360740965748e-23,47.7645557584205
"213895_at",-3.45099234039089,3.27490556395868,-13.4187065160959,1.21493662651443e-25,2.73360740965748e-23,47.7623463145202
"231698_at",-2.39443537032299,2.8613573571405,-13.4168362870936,1.22726159687724e-25,2.75002163152718e-23,47.7523607647546
"243703_x_at",-1.76921435796834,2.68662314187603,-13.4127977119825,1.25430560180228e-25,2.79914933789957e-23,47.7307969288686
"213593_s_at",2.62688904371545,8.41232128128099,13.4092099163306,1.27883194764326e-25,2.84228198119494e-23,47.7116388394489
"223620_at",-4.12828774796046,3.74471949452893,-13.3852846482535,1.45515251489131e-25,3.21959563574797e-23,47.5838546391323
"219737_s_at",-3.69608895352211,4.906187981,-13.3846212468883,1.46037442645724e-25,3.21959563574797e-23,47.580310733512
"214449_s_at",-2.79359322785356,4.21069839876859,-13.3482838481418,1.7770573472498e-25,3.90203254862984e-23,47.3861383375758
"235978_at",-7.63872299110474,5.0562229981157,-13.3420419402776,1.83801056445778e-25,4.01972910446917e-23,47.3527728435422
"213706_at",-6.06034935549784,5.59134698506612,-13.3336224669878,1.92356302856055e-25,4.19007205524097e-23,47.3077621861406
"32625_at",-3.48945429444519,4.19455870733884,-13.3256882691253,2.00783654473068e-25,4.3476886376441e-23,47.2653403594645
"1559965_at",-1.16864815708488,2.50782280027273,-13.3253211037355,2.01182482912475e-25,4.3476886376441e-23,47.2633771058345
"211432_s_at",-2.89699869753061,4.34629058899174,-13.3232983937329,2.03393911081712e-25,4.37817405054827e-23,47.2525613607206
"227554_at",-2.86605185018897,4.21657647039669,-13.2998734281513,2.30851460426313e-25,4.94972690149358e-23,47.1272794554223
"235051_at",-2.38426167556793,4.19290805805785,-13.2893435971069,2.44376730333384e-25,5.20717758605405e-23,47.0709486581335
"235279_at",-1.64017254588298,4.90742369765289,-13.2890511242701,2.44763537195407e-25,5.20717758605405e-23,47.0693839022207
"214889_at",-3.18799958389088,3.15371041691736,-13.256097089451,2.9252201058057e-25,6.19908563119871e-23,46.8930314371689
"203434_s_at",-4.43200315104137,4.17427458726446,-13.2372410363168,3.23944255556292e-25,6.83847574229354e-23,46.7920835614304
"214293_at",-2.6014721161624,5.88435839421488,-13.2235308681993,3.48896833074029e-25,7.33689782627789e-23,46.7186664145983
"235316_at",-3.46851568324099,3.16988530807438,-13.2063974649038,3.82806739853577e-25,8.01914118831199e-23,46.6268964722801
"201418_s_at",2.91226439926296,7.8788104871405,13.191909407554,4.14047911075578e-25,8.6404845565104e-23,46.549276912152
"209458_x_at",-5.33951048187733,5.19949042485124,-13.1886737378566,4.21367268405139e-25,8.75979292777603e-23,46.5319395348325
"226129_at",3.9511091318037,8.10817728338843,13.1788168761655,4.44473708724006e-25,9.20515152442614e-23,46.4791192481119
"227503_at",-2.53605851990897,3.07566184432231,-13.1656495073621,4.77335306370929e-25,9.84841806635116e-23,46.4085466210792
"203296_s_at",-4.63542146187901,3.79254553258678,-13.1319559186017,5.72951740149177e-25,1.1776743004758e-22,46.2278971441112
"213668_s_at",3.47307554227428,8.4162746443719,13.0879953530719,7.27165010504028e-25,1.48905419285797e-22,45.9920652893597
"227791_at",-2.53909373521273,4.36462062452066,-13.0840274591171,7.4298402516609e-25,1.51577058119239e-22,45.9707715433578
"204154_at",-5.81604166050064,4.45912308509917,-13.0773275061665,7.70482241897568e-25,1.5660266385037e-22,45.9348133732691
"219140_s_at",-7.07585964534172,4.92768187250413,-13.0742361134892,7.83511853987909e-25,1.58661150432552e-22,45.9182209050189
"232710_at",2.98794642734272,6.63731204036364,13.0533273910093,8.77631750649734e-25,1.77064634563743e-22,45.8059777062099
"232341_x_at",-1.5882143250713,3.16640557643802,-13.0427154752166,9.29656530448112e-25,1.86871216184745e-22,45.7489973192455
"220437_at",-2.62912342822293,2.7572034328843,-13.0410403404069,9.38146860713905e-25,1.87887104796823e-22,45.7400019325534
"1554514_at",-1.89547753551194,2.61641648179339,-13.0145505497452,1.08322784446961e-24,2.16151395607211e-22,45.5977243690377
"228495_at",-2.4747082619469,5.71498227702479,-13.0059199033096,1.13519726503744e-24,2.25697856239717e-22,45.551357233101
"222049_s_at",-1.57997123597009,2.57028307781818,-13.0034168273118,1.15073197174517e-24,2.27957502011475e-22,45.5379086848166
"229487_at",-4.51688772625404,5.66068043316529,-12.9691533200076,1.38610524570738e-24,2.73593156350365e-22,45.3537694682531
"1558212_at",-2.15254589751305,2.65420270044628,-12.9632818725412,1.43103359708401e-24,2.81445186764635e-22,45.322206160492
"236132_at",-1.60914011346721,3.17027021242975,-12.9324487136211,1.69207125928406e-24,3.31591383875829e-22,45.1564129297942
"215436_at",-2.13434515810863,2.80319627064463,-12.9061663814991,1.95196138558085e-24,3.81155316987974e-22,45.0150339636535
"232267_at",-1.82321945696267,2.63238108483471,-12.8933389587082,2.09297840919567e-24,4.07236991184245e-22,44.9460136070927
"223828_s_at",-4.79456115238356,4.1295452282314,-12.8912415483923,2.11698867676446e-24,4.10448070574811e-22,44.9347269436776
"229086_at",-3.46752398331172,4.35474728943802,-12.870896665993,2.3647077817002e-24,4.56856529909746e-22,44.8252295414197
"227704_at",-1.78999237444291,3.04426115103306,-12.8513995545689,2.6293355585388e-24,5.06193386137707e-22,44.7202665300954
"225926_at",-3.12240832194462,4.01550703089256,-12.8467718608252,2.69638718796115e-24,5.17280594743074e-22,44.6953492117841
"235593_at",-2.68592502771779,3.66467673463636,-12.8373071534593,2.83890905568871e-24,5.42013635270124e-22,44.6443826897851
"228770_at",-3.71958023728965,4.15228385294215,-12.8369044451132,2.84513787512621e-24,5.42013635270124e-22,44.6422140012939
"229404_at",-3.69071022230833,4.18258969858678,-12.8229222121544,3.07011529527895e-24,5.82842200588113e-22,44.5669088219411
"222571_at",-1.18060915533544,2.71392316838017,-12.8203902672149,3.1127222760015e-24,5.88453758214126e-22,44.5532708303371
"1554485_s_at",-4.64393934527835,4.2232283243719,-12.8198906410259,3.12119963204566e-24,5.88453758214126e-22,44.5505796046382
"215119_at",-2.20851108595193,2.69363735254545,-12.8075240180095,3.33856709022557e-24,6.26151828434446e-22,44.4839613615828
"219789_at",-3.67190963833093,3.66920774838017,-12.8072222194976,3.34405731875369e-24,6.26151828434446e-22,44.4823354548112
"235642_at",-2.82464533255378,2.75649271887603,-12.7908885344523,3.65509777673745e-24,6.82056214822935e-22,44.3943298226124
"1554371_at",-2.03545191389937,2.66561501780992,-12.7858970810601,3.75581532129202e-24,6.9846667582191e-22,44.367432172401
"1562102_at",-1.88090315860978,2.61979740355372,-12.7307067909442,5.07322937035202e-24,9.40267172284734e-22,44.0699091793343
"227530_at",-4.21771599934396,5.57144683186777,-12.71973683667,5.38580123579285e-24,9.94826630293832e-22,44.0107464266444
"243278_at",-2.52212539645423,3.0271022498595,-12.7177148686584,5.4454866854133e-24,1.00246459436017e-21,43.9998407160223
"211699_x_at",-4.99188647317712,5.45379795238017,-12.713769223086,5.56387207657077e-24,1.02082116035741e-21,43.9785586238508
"235471_at",-2.17126169781058,3.84286735522314,-12.7072177497479,5.76616822424496e-24,1.05439882160734e-21,43.9432188061028
"209789_at",-1.76003236837274,2.60730527840496,-12.687548914201,6.41888474045979e-24,1.1698417439488e-21,43.8371039199754
"1568779_a_at",-1.60035398811823,2.84892121182645,-12.6559824115214,7.62477649211628e-24,1.38499885284537e-21,43.6667452070978
"1553102_a_at",-3.59987550456963,3.45798755542149,-12.6518489308176,7.79865511784337e-24,1.41189228002678e-21,43.6444325783641
"225420_at",-5.10151495688186,5.98219673227273,-12.646860672115,8.01379114035408e-24,1.44605290626686e-21,43.6175043103201
"220141_at",-1.93715114179586,3.76249379375207,-12.642777324277,8.19432005911786e-24,1.47376463563246e-21,43.5954598091461
"230351_at",-3.52428199569406,3.5530961721405,-12.6407406215063,8.28588261224495e-24,1.48534633385079e-21,43.5844639790687
"227086_at",-1.52055747926081,6.83993715533884,-12.63835259048,8.39454641498298e-24,1.49990792561828e-21,43.5715710313587
"228875_at",-2.60414470354078,4.25585484249587,-12.6370886630824,8.45263639221753e-24,1.50536773532408e-21,43.5647469500936
"213247_at",-3.6021301514712,4.99096127597521,-12.6291992112678,8.82445232042626e-24,1.56648354097177e-21,43.5221485363768
"219398_at",-6.16654777794297,6.16295721978512,-12.6285971239953,8.85349193497895e-24,1.566552335097e-21,43.5188974479934
"207583_at",-1.81287814823762,2.57701546971074,-12.6264001012117,8.96027256049436e-24,1.5803319427259e-21,43.5070339879615
"229309_at",-4.65144813438753,3.88161404328099,-12.6036952514455,1.0142301152366e-23,1.78305567686691e-21,43.3844138630731
"241114_s_at",-2.44113678644688,3.29523636294215,-12.5902284167744,1.09159785028926e-23,1.91292027130017e-21,43.3116686486997
"219569_s_at",-2.9537156374616,4.39022620316529,-12.5825481549406,1.13834200769253e-23,1.98846163803798e-21,43.270176057333
"226834_at",-4.06860354857814,6.04414296564463,-12.5716941555708,1.20784358505552e-23,2.10314802588887e-21,43.2115308059254
"213515_x_at",-2.73313762982753,2.80947584173554,-12.5564477205002,1.31271343346616e-23,2.27849545951627e-21,43.1291398843962
"225655_at",3.57993633901185,6.88578658138843,12.5543252422966,1.32801879992589e-23,2.29776670525152e-21,43.117668935556
"1557938_s_at",-1.98778816594292,3.78768136590083,-12.5522503825908,1.34315363537087e-23,2.3166222401862e-21,43.1064550609467
"211673_s_at",-2.14613402045592,4.75163159580165,-12.5403940127926,1.43301498836037e-23,2.46383944932714e-21,43.0423703195663
"202920_at",-3.34337644422347,3.91123398770248,-12.5355309812239,1.4715928885256e-23,2.52223640063126e-21,43.0160825949209
"238835_at",-1.7214753254644,3.21399082587603,-12.5341155201606,1.48301591427238e-23,2.53387172227633e-21,43.0084308595661
"206701_x_at",-2.02371891488524,2.71038779571074,-12.5076797142749,1.71345990450414e-23,2.91848661304561e-21,42.8655001165655
"1553961_s_at",-2.14546857041578,4.59566515827273,-12.4980748688565,1.8057994394242e-23,3.06621379970553e-21,42.8135585649355
"239071_at",2.25528279775562,6.82409376972727,12.4932128604795,1.85442669730701e-23,3.13903342647866e-21,42.7872633508492
"205168_at",-3.41131990761489,4.8728191785124,-12.4587436834482,2.23893681505796e-23,3.7782058754103e-21,42.6008013671071
"1564475_s_at",-1.4843884747919,2.6947087342562,-12.4563289299012,2.26869346951437e-23,3.81664047525226e-21,42.5877359334871
"208794_s_at",2.0139454042522,10.0123397499256,12.4478127704628,2.37683598596337e-23,3.98630391204133e-21,42.5416549484527
"218865_at",-3.89602110167824,5.52239503561157,-12.4405242013642,2.47348322094685e-23,4.13570933043637e-21,42.5022129326778
"242582_at",-1.01983489114877,2.47773868009917,-12.4393252461479,2.48975448774992e-23,4.15022337249168e-21,42.4957244881404
"241809_at",-1.52508681542428,2.63262670319008,-12.4300802362626,2.6188762664669e-23,4.35219026957684e-21,42.4456898752129
"215617_at",-1.73112222218669,2.57915290433884,-12.4251336686866,2.69069725952272e-23,4.4579961413456e-21,42.418916587106
"240478_at",2.90904864284499,7.08438435044628,12.423437406966,2.71577764538829e-23,4.48595597467084e-21,42.4097352321177
"201286_at",4.63728752622792,7.15104552678512,12.4197362700931,2.77131766714071e-23,4.55390742277442e-21,42.3897014860111
"236038_at",-3.75433947533602,3.64601171061983,-12.4174215162234,2.80663038357075e-23,4.58574978191915e-21,42.3771716201409
"211745_x_at",-5.35023407443392,5.91813257267769,-12.4172189813579,2.80974152161484e-23,4.58574978191915e-21,42.3760752744973
"201988_s_at",-1.70473902916971,3.31173941887603,-12.4055759421646,2.99452313296043e-23,4.87278429448248e-21,42.3130459465922
"219230_at",-4.85243458201419,3.89188989161157,-12.4040894614773,3.0189747339657e-23,4.89799535844434e-21,42.3049983307896
"211922_s_at",-3.33349080028968,6.17831345745455,-12.3990487101952,3.10339093103333e-23,5.02005618799549e-21,42.2777073642299
"223859_at",-1.85852155599606,2.63888849907438,-12.3897696269563,3.2650185192849e-23,5.26592588619179e-21,42.2274658136076
"204389_at",-3.97647795386487,4.70957437139669,-12.3797674854715,3.44870025758373e-23,5.54581431127619e-21,42.1733035296887
"1556427_s_at",-4.15181675139089,3.88575116073554,-12.3745290914122,3.54899484878029e-23,5.69036050900476e-21,42.1449349001744
"1554483_at",-1.07488241608375,2.47137144106612,-12.3731845329247,3.5752058367545e-23,5.71562512060095e-21,42.1376531548434
"222351_at",-3.98420544327272,7.98409270402479,-12.3632329193657,3.77533073617781e-23,6.01796524782862e-21,42.0837547418649
"204134_at",-1.75614454163521,3.06971160619835,-12.3617498599611,3.80610091281148e-23,6.04937695953394e-21,42.0757219229842
"204042_at",-3.59493657275401,4.55177327131405,-12.3579120455592,3.88689855501465e-23,6.15988923175147e-21,42.0549342486583
"203228_at",3.83643850025731,8.1070379121405,12.3426584124528,4.2253867688887e-23,6.67696594187831e-21,41.9723038308086
"221067_s_at",-1.99680533691124,2.84280895854545,-12.3315098856773,4.491321700795e-23,7.07674391904803e-21,41.9119026206803
"214846_s_at",-1.60774091171833,2.61136704417355,-12.3247929443998,4.65957651519994e-23,7.32075706806198e-21,41.8755076745434
"209841_s_at",-3.84001228942539,4.44290040553719,-12.3116244332777,5.00798775969487e-23,7.84560833126984e-21,41.804148142394
"224458_at",-1.50532918335865,2.64749047118182,-12.2979116599439,5.39857316095531e-23,8.43334250214947e-21,41.7298287527624
"1555578_at",-1.67682315411768,2.87069086413223,-12.2882078579025,5.69327575812889e-23,8.86837185400846e-21,41.6772304184064
"221928_at",-3.94102446460415,6.4345198628595,-12.2858560825042,5.76709265416173e-23,8.9578349677924e-21,41.6644820919316
"238549_at",2.46163640186308,7.58010665957025,12.2753830335889,6.10763708926584e-23,9.45991665313343e-21,41.6077068028275
"208609_s_at",-2.02204379598138,3.72123040333058,-12.2635888036197,6.51532260057712e-23,1.00628605419931e-20,41.5437619284985
"212224_at",-4.18623409429193,4.57182916664463,-12.2579623657877,6.71930609066443e-23,1.03486777607628e-20,41.5132542949285
"241929_at",-2.68362339123307,2.875989466,-12.2368962742987,7.54152944885577e-23,1.15823910847244e-20,41.3990143325372
"213720_s_at",2.04508917090944,8.7527846538843,12.2186709463988,8.3337848387862e-23,1.27632965283091e-20,41.3001600121832
"203649_s_at",-2.94391416863753,5.08331329176859,-12.2134760655356,8.57451204975967e-23,1.30952917966651e-20,41.2719796326496
"1561539_at",-1.26126210809167,3.43206128903306,-12.1947878514408,9.499582893564e-23,1.44676795182622e-20,41.1705906977724
"217232_x_at",-5.83178713907474,5.62647521055372,-12.193891786397,9.54636862546095e-23,1.44985473499188e-20,41.1657288167667
"206538_at",-2.13907722950174,3.59331213666942,-12.1873448594949,9.89527731663555e-23,1.49868223625221e-20,41.1302051186438
"230715_at",-1.98911659511657,2.74877281206612,-12.1686790196358,1.09617821826712e-22,1.65562276474461e-20,41.028911578303
